1.49747,    0
1.51671,    0.0192357
1.51308,    0.0116825
1.53018,    0.0189867
1.51478,    0.0212971
1.50449,    0.0202019
1.50392,    0.0170832
1.5053,    0.0148584
1.50706,    0.0132214
1.50609,    0.0118654
1.50683,    0.0107583
1.50648,    0.00982722
1.50512,    0.00914184
1.49984,    0.00997359
1.49948,    0.00929189
1.50005,    0.00871033
1.49951,    0.00819947
1.50263,    0.00833444
1.50026,    0.00823254
1.50092,    0.007838
1.50083,    0.00745598
1.50067,    0.00711069
1.50575,    0.00848395
1.5047,    0.00819104
1.50454,    0.00785808
1.50538,    0.00759661
1.50404,    0.00743299
1.50541,    0.00729402
1.50425,    0.00713453
1.50404,    0.00689558
1.50318,    0.00672547
1.50225,    0.00657766
1.50225,    0.00637523
1.50394,    0.00641107
1.50443,    0.00624461
1.50513,    0.0061081
1.50431,    0.00599683
1.50279,    0.00603186
1.50213,    0.00591151
1.50225,    0.00576295
1.50161,    0.0056563
1.50173,    0.00552126
1.50224,    0.00541511
1.50115,    0.00540018
1.50187,    0.00532684
1.50126,    0.00524535
1.50149,    0.0051378
1.50176,    0.00503678
1.5019,    0.00493488
1.50083,    0.00495109
1.50223,    0.00505019
1.5025,    0.00495973
1.50197,    0.00489497
1.50215,    0.00480679
1.50058,    0.00497038
1.49998,    0.00491767
1.49999,    0.00483063
1.49991,    0.00474732
1.49952,    0.00468208
1.49912,    0.00462073
1.49944,    0.00455537
1.49756,    0.0048609
1.49734,    0.00478828
1.49683,    0.00473958
1.49766,    0.00473831
1.4979,    0.00467202
1.49933,    0.00482132
1.49989,    0.00478282
1.50002,    0.00471457
1.49979,    0.00465217
1.49951,    0.00459475
1.49868,    0.00460609
1.4989,    0.00454808
1.49821,    0.00453907
1.49782,    0.00449552
1.49814,    0.00444764
1.49837,    0.0043955
1.49812,    0.00434578
1.49844,    0.00430179
1.49844,    0.00424768
1.49782,    0.00424077
1.49818,    0.00420454
1.49838,    0.00415852
1.49796,    0.0041305
1.49737,    0.00412451
1.49754,    0.00408022
1.49736,    0.00403724
1.49743,    0.00399163
1.49813,    0.00400849
1.49775,    0.0039816
1.49791,    0.00394065
1.49841,    0.00392942
1.4983,    0.00388847
1.49805,    0.00385486
1.49855,    0.00384678
1.49852,    0.00380664
1.49826,    0.00377554
1.49756,    0.00380254
1.49708,    0.0037943
1.49678,    0.00376798
