4.8941,    0
4.96362,    0.069525
5.0145,    0.0648075
5.03758,    0.0513073
5.01942,    0.0436932
5.00847,    0.0373201
5.00848,    0.0315412
4.99738,    0.0294857
4.99228,    0.0264985
4.99838,    0.0244724
4.99091,    0.023363
4.99196,    0.0213535
4.99635,    0.0201261
4.99431,    0.0187444
5.00168,    0.0189434
5.00108,    0.0177302
4.99948,    0.016731
5.00271,    0.0161008
5.00686,    0.0157854
5.00455,    0.015152
5.00821,    0.0148694
5.01427,    0.0154189
5.01,    0.0153385
5.0009,    0.0172809
5.00114,    0.016577
5.00396,    0.0161751
5.00393,    0.0155645
4.99853,    0.0159386
4.99705,    0.0154509
4.99492,    0.0150784
4.99778,    0.0148624
4.99768,    0.0143908
4.99541,    0.0141308
4.9955,    0.0137092
4.99646,    0.0133466
4.99439,    0.0131355
4.99667,    0.0129782
4.99353,    0.0130157
4.99886,    0.0137499
4.99894,    0.0134019
5.00038,    0.0131498
5.00291,    0.0130815
5.00112,    0.0128983
4.99792,    0.0130037
5.00269,    0.0135773
4.99777,    0.0141606
4.99487,    0.014156
4.99473,    0.0138587
4.99476,    0.0135729
4.99344,    0.0133633
4.99432,    0.0131278
4.99524,    0.0129056
4.99742,    0.012846
4.99825,    0.0126337
4.99794,    0.0124058
4.99904,    0.0122317
4.99813,    0.0120496
4.99697,    0.0118973
4.99762,    0.0117123
4.99499,    0.0118127
4.99527,    0.0116208
4.99652,    0.0114997
4.9959,    0.0113326
4.99273,    0.0115963
4.99285,    0.0114172
4.99347,    0.0112598
4.99338,    0.0110909
4.99189,    0.0110272
4.99291,    0.0109142
4.99067,    0.0109891
4.99023,    0.0108423
4.9897,    0.0107033
4.99082,    0.0106142
4.98933,    0.0105747
4.98991,    0.010449
4.99188,    0.0104964
4.99085,    0.0104105
4.9901,    0.0103035
4.99143,    0.0102593
4.99269,    0.0102079
4.99207,    0.0101001
4.99173,    0.00998177
4.99171,    0.0098608
4.9918,    0.00974313
4.99288,    0.00968837
4.99296,    0.00957536
4.99435,    0.00956531
4.99382,    0.00947054
4.99203,    0.00953253
4.99272,    0.00945133
4.99231,    0.00935609
4.99236,    0.00925396
4.99217,    0.00915591
4.99056,    0.00919926
4.99146,    0.00914578
4.99171,    0.00905346
4.99036,    0.00905978
4.99188,    0.00909388
4.98934,    0.00935343
4.98858,    0.00928988
