5.00556,    0
4.96293,    0.0426298
4.96935,    0.0254353
4.9816,    0.0217629
4.98814,    0.0180837
4.96944,    0.0238287
4.97988,    0.0226825
4.97797,    0.0197365
4.9526,    0.0307629
4.95432,    0.0275688
4.96685,    0.0279066
4.98793,    0.0330677
4.98539,    0.0305236
4.96358,    0.0356993
4.95107,    0.0355104
4.95537,    0.0334944
4.96359,    0.0325177
4.96164,    0.0307201
4.95583,    0.029632
4.95787,    0.0281852
4.96203,    0.0271298
4.96208,    0.0258673
4.96616,    0.0250523
4.9772,    0.0264022
4.97776,    0.0253303
4.97757,    0.0243373
4.98111,    0.0236848
4.98318,    0.0229172
4.98771,    0.022571
4.98713,    0.0218133
4.98409,    0.0213161
4.98437,    0.0206412
4.98263,    0.0200817
4.98431,    0.019554
4.97825,    0.0199288
4.97709,    0.019402
4.97751,    0.0188749
4.98005,    0.0185458
4.97899,    0.0180948
4.9798,    0.0176552
4.98092,    0.0172553
4.98428,    0.0171724
4.98429,    0.0167683
4.98126,    0.0166589
4.981,    0.0162866
4.97674,    0.0164894
4.97316,    0.0165267
4.97324,    0.016179
4.97318,    0.0158455
4.97689,    0.0159617
4.97507,    0.01575
4.97513,    0.0154442
4.97225,    0.01542
4.9737,    0.0152011
4.97705,    0.0152921
4.98021,    0.015346
4.9792,    0.0151082
4.97863,    0.0148563
4.97975,    0.0146447
4.9793,    0.0144055
4.97832,    0.0142012
4.97654,    0.0140829
4.97694,    0.0138634
4.9779,    0.0136786
4.97993,    0.013618
4.98281,    0.0137156
4.98425,    0.013586
4.98466,    0.0133911
4.98345,    0.0132511
4.9848,    0.0131307
4.98588,    0.0129894
4.98442,    0.012891
4.98462,    0.0127148
4.98489,    0.0125446
4.98598,    0.0124241
4.9863,    0.0122639
4.98717,    0.0121345
4.98787,    0.0119984
4.98607,    0.0119821
4.98602,    0.0118315
4.98667,    0.0117022
4.98753,    0.0115905
4.98982,    0.0116785
4.99029,    0.0115481
4.99361,    0.0118844
4.99328,    0.0117502
4.99391,    0.0116316
4.99341,    0.0115097
4.99324,    0.0113809
4.99332,    0.011254
4.99491,    0.0112423
4.99499,    0.0111197
4.99519,    0.0110013
4.99516,    0.0108837
4.99642,    0.0108423
4.99656,    0.0107296
4.99656,    0.0106184
4.99562,    0.0105513
4.99529,    0.0104496
4.99427,    0.0103948
