#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -6.31211    -6.31211           0
           2     -6.3105     -6.3113 0.000569201
           3    -6.31059    -6.31106 0.000426643
           4    -6.31105    -6.31106 0.000319997
           5    -6.31064    -6.31098 0.000266699
           6     -6.3101    -6.31083 0.000259393
           7    -6.31064     -6.3108 0.000223809
           8    -6.30985    -6.31068 0.000225459
           9    -6.31159    -6.31078 0.000221651
          10    -6.31106    -6.31081 0.000201209
