0.998566,0.997134,0
0.998979,0.997959,0.000413061
1.00015,1.0003,0.00119349
1.00018,1.00036,0.000844418
1.0004,1.00081,0.000691423
1.00001,1.00003,0.000686262
0.999954,0.999909,0.000582874
0.999795,0.999591,0.000529176
0.999811,0.999625,0.000466988
0.999829,0.99966,0.000418073
0.999883,0.999767,0.000381877
0.999643,0.999287,0.00042322
0.999666,0.999334,0.000390019
0.999499,0.999,0.000397968
0.999567,0.999135,0.000376616
0.999757,0.999516,0.00040041
0.999765,0.999533,0.000376214
0.999839,0.99968,0.000362211
0.999833,0.999668,0.000342662
0.999905,0.999812,0.000332945
1.00004,1.00008,0.000344189
0.999967,0.999937,0.000336104
0.999956,0.999913,0.000321373
0.999825,0.999652,0.000334256
0.999748,0.9995,0.000329601
0.999704,0.999411,0.000319783
0.999736,0.999474,0.000309334
0.999778,0.999558,0.00030104
0.999835,0.999672,0.000296029
0.999849,0.9997,0.000286328
0.999894,0.999791,0.000280674
0.999932,0.999866,0.000274309
0.999996,0.999994,0.000273515
0.999934,0.99987,0.000272475
0.999877,0.999756,0.000270692
0.999897,0.999796,0.000263824
0.999912,0.999827,0.000257075
0.999957,0.999916,0.0002541
0.999933,0.999868,0.000248637
0.999933,0.999867,0.000242342
0.999901,0.999804,0.00023845
0.999909,0.999821,0.000232856
0.999864,0.999731,0.000231817
0.999911,0.999824,0.000231194
0.999849,0.999701,0.00023419
0.999849,0.9997,0.000229042
0.999824,0.99965,0.000225541
0.999858,0.999718,0.000223423
0.999858,0.999718,0.000218816
0.99988,0.999762,0.000215544
0.999905,0.999812,0.000212713
0.999884,0.999771,0.000209589
0.999905,0.999812,0.000206625
0.999898,0.999799,0.000202871
0.999888,0.999778,0.000199416
0.999883,0.999769,0.000195879
0.999872,0.999746,0.000192738
0.999886,0.999774,0.000189886
0.999933,0.999868,0.000192478
0.999918,0.999839,0.000189802
0.999958,0.999918,0.000190794
1.00001,1.00002,0.000194083
1.00004,1.00008,0.000193474
1.00006,1.00012,0.000191614
1.00009,1.00019,0.000191724
1.00008,1.00015,0.000189607
1.00003,1.00006,0.000192682
1.00005,1.0001,0.000190702
1.00003,1.00007,0.000188359
1.00005,1.0001,0.00018634
1.00006,1.00013,0.000184115
1.00008,1.00016,0.000182269
1.00011,1.00022,0.000182595
1.00008,1.00016,0.000182603
1.00009,1.00018,0.000180259
1.00011,1.00022,0.000179151
1.00012,1.00024,0.000177087
1.00011,1.00021,0.000175277
1.00009,1.00017,0.000174197
1.00011,1.00022,0.000173443
1.00011,1.00022,0.00017131
1.00012,1.00024,0.000169401
1.00015,1.0003,0.000169783
1.00015,1.00031,0.000167813
1.00018,1.00035,0.000167543
1.00016,1.00033,0.000166196
1.00014,1.00029,0.000165336
1.00016,1.00032,0.000164463
1.00015,1.0003,0.000163034
1.00013,1.00026,0.000162344
1.00011,1.00022,0.000162247
1.00009,1.00019,0.000160952
1.0001,1.0002,0.000159282
1.00012,1.00023,0.000158427
1.00013,1.00027,0.000157602
1.00014,1.00029,0.000156399
1.00017,1.00035,0.000157662
1.00017,1.00034,0.000156133
1.00016,1.00032,0.000154854
1.00015,1.0003,0.000153517
